2026-06-19T09:57:34.663328699Z I0619 09:57:34.663083      10 apf_controller.go:493] "Update CurrentCL" plName="exempt" seatDemandHighWatermark=2 seatDemandAvg=0.003482059387830024 seatDemandStdev=0.06181148149036363 seatDemandSmoothed=0.1796405769181238 fairFrac=2.3333333333333335 currentCL=2 concurrencyDenominator=2 backstop=false
2026-06-19T12:36:15.605861924Z I0619 12:36:15.605632      10 apf_controller.go:493] "Update CurrentCL" plName="exempt" seatDemandHighWatermark=1 seatDemandAvg=0.002560837610938169 seatDemandStdev=0.050539882485702056 seatDemandSmoothed=0.2001600451140816 fairFrac=2.3333333333333335 currentCL=1 concurrencyDenominator=1 backstop=false
2026-06-19T12:36:35.608026924Z I0619 12:36:35.607803      10 apf_controller.go:493] "Update CurrentCL" plName="exempt" seatDemandHighWatermark=2 seatDemandAvg=0.0030310886542650605 seatDemandStdev=0.055163035495516606 seatDemandSmoothed=0.19354688298667475 fairFrac=2.3333333333333335 currentCL=2 concurrencyDenominator=2 backstop=false
2026-06-19T12:36:45.609154661Z I0619 12:36:45.608714      10 apf_controller.go:493] "Update CurrentCL" plName="exempt" seatDemandHighWatermark=1 seatDemandAvg=0.002718750471614908 seatDemandStdev=0.05207071026486965 seatDemandSmoothed=0.19035546227492037 fairFrac=2.3333333333333335 currentCL=1 concurrencyDenominator=1 backstop=false
2026-06-19T12:37:05.610233991Z I0619 12:37:05.609969      10 apf_controller.go:493] "Update CurrentCL" plName="exempt" seatDemandHighWatermark=2 seatDemandAvg=0.006242844436626739 seatDemandStdev=0.08068837811599988 seatDemandSmoothed=0.1849930739250594 fairFrac=2.3333333333333335 currentCL=2 concurrencyDenominator=2 backstop=false
2026-06-19T12:37:15.611247274Z I0619 12:37:15.611014      10 apf_controller.go:493] "Update CurrentCL" plName="exempt" seatDemandHighWatermark=1 seatDemandAvg=0.002661046447971738 seatDemandStdev=0.051516650510038745 seatDemandSmoothed=0.18198432025481726 fairFrac=2.3333333333333335 currentCL=1 concurrencyDenominator=1 backstop=false
2026-06-19T12:38:05.615326116Z I0619 12:38:05.615012      10 apf_controller.go:493] "Update CurrentCL" plName="exempt" seatDemandHighWatermark=2 seatDemandAvg=0.01311383464740539 seatDemandStdev=0.11417421777952028 seatDemandSmoothed=0.16959043783538316 fairFrac=2.3333333333333335 currentCL=2 concurrencyDenominator=2 backstop=false
2026-06-19T12:38:15.616477162Z I0619 12:38:15.616195      10 apf_controller.go:493] "Update CurrentCL" plName="exempt" seatDemandHighWatermark=1 seatDemandAvg=0.002390750570829014 seatDemandStdev=0.04883681892319661 seatDemandSmoothed=0.16686809186353194 fairFrac=2.3333333333333335 currentCL=1 concurrencyDenominator=1 backstop=false
2026-06-19T12:39:03.341904281Z I0619 12:39:03.329134      10 controller.go:231] Updating CRD OpenAPI spec because vlagents.operator.victoriametrics.com changed
2026-06-19T12:39:03.432512920Z I0619 12:39:03.405148      10 controller.go:231] Updating CRD OpenAPI spec because vmalertmanagerconfigs.operator.victoriametrics.com changed
2026-06-19T12:39:03.432539122Z I0619 12:39:03.412100      10 controller.go:231] Updating CRD OpenAPI spec because vmalertmanagers.operator.victoriametrics.com changed
2026-06-19T12:39:03.432604137Z I0619 12:39:03.412323      10 controller.go:231] Updating CRD OpenAPI spec because vmauths.operator.victoriametrics.com changed
2026-06-19T12:39:03.518226059Z I0619 12:39:03.518025      10 controller.go:231] Updating CRD OpenAPI spec because vtsingles.operator.victoriametrics.com changed
2026-06-19T12:39:03.540630266Z I0619 12:39:03.540422      10 controller.go:231] Updating CRD OpenAPI spec because vmsingles.operator.victoriametrics.com changed
2026-06-19T12:39:03.540646248Z I0619 12:39:03.540465      10 controller.go:231] Updating CRD OpenAPI spec because vtclusters.operator.victoriametrics.com changed
2026-06-19T12:39:03.568137223Z I0619 12:39:03.562566      10 controller.go:231] Updating CRD OpenAPI spec because vmnodescrapes.operator.victoriametrics.com changed
2026-06-19T12:39:03.568153314Z I0619 12:39:03.567239      10 controller.go:231] Updating CRD OpenAPI spec because vmdistributed.operator.victoriametrics.com changed
2026-06-19T12:39:03.568157642Z I0619 12:39:03.567384      10 controller.go:231] Updating CRD OpenAPI spec because ciliumpodippools.cilium.io changed
2026-06-19T12:39:03.586865626Z I0619 12:39:03.585041      10 controller.go:231] Updating CRD OpenAPI spec because ciliumloadbalancerippools.cilium.io changed
2026-06-19T12:39:03.593386734Z I0619 12:39:03.590981      10 controller.go:231] Updating CRD OpenAPI spec because kubenticagents.kubentic.io changed
2026-06-19T12:39:03.605495759Z I0619 12:39:03.605294      10 controller.go:231] Updating CRD OpenAPI spec because ciliumidentities.cilium.io changed
2026-06-19T12:39:03.605557448Z I0619 12:39:03.605336      10 controller.go:231] Updating CRD OpenAPI spec because vmagents.operator.victoriametrics.com changed
2026-06-19T12:39:03.647074281Z I0619 12:39:03.646872      10 controller.go:231] Updating CRD OpenAPI spec because vmclusters.operator.victoriametrics.com changed
2026-06-19T12:39:03.674672335Z I0619 12:39:03.674373      10 controller.go:231] Updating CRD OpenAPI spec because vmscrapeconfigs.operator.victoriametrics.com changed
2026-06-19T12:39:03.679964101Z I0619 12:39:03.676385      10 controller.go:231] Updating CRD OpenAPI spec because ciliumnodes.cilium.io changed
2026-06-19T12:39:03.680240021Z I0619 12:39:03.676468      10 controller.go:231] Updating CRD OpenAPI spec because ciliumendpoints.cilium.io changed
2026-06-19T12:39:03.684252071Z I0619 12:39:03.680857      10 controller.go:231] Updating CRD OpenAPI spec because ciliumnodeconfigs.cilium.io changed
2026-06-19T12:39:03.686671159Z I0619 12:39:03.686481      10 controller.go:231] Updating CRD OpenAPI spec because vmpodscrapes.operator.victoriametrics.com changed
2026-06-19T12:39:03.699403362Z I0619 12:39:03.699209      10 controller.go:231] Updating CRD OpenAPI spec because ciliumnetworkpolicies.cilium.io changed
2026-06-19T12:39:03.699420444Z I0619 12:39:03.699257      10 controller.go:231] Updating CRD OpenAPI spec because ciliuml2announcementpolicies.cilium.io changed
2026-06-19T12:39:03.699430346Z I0619 12:39:03.699291      10 controller.go:231] Updating CRD OpenAPI spec because vmanomalyconfigs.operator.victoriametrics.com changed
2026-06-19T12:39:03.703689845Z I0619 12:39:03.703450      10 controller.go:231] Updating CRD OpenAPI spec because vmanomalies.operator.victoriametrics.com changed
2026-06-19T12:39:03.705863936Z I0619 12:39:03.705475      10 controller.go:231] Updating CRD OpenAPI spec because vmservicescrapes.operator.victoriametrics.com changed
2026-06-19T12:39:03.712736626Z I0619 12:39:03.712445      10 controller.go:231] Updating CRD OpenAPI spec because vlsingles.operator.victoriametrics.com changed
2026-06-19T12:39:03.712750431Z I0619 12:39:03.712481      10 controller.go:231] Updating CRD OpenAPI spec because vlclusters.operator.victoriametrics.com changed
2026-06-19T12:39:03.712753859Z I0619 12:39:03.712509      10 controller.go:231] Updating CRD OpenAPI spec because vmrules.operator.victoriametrics.com changed
2026-06-19T12:39:03.721493506Z I0619 12:39:03.715738      10 controller.go:231] Updating CRD OpenAPI spec because vmalerts.operator.victoriametrics.com changed
2026-06-19T12:39:03.721519275Z I0619 12:39:03.715968      10 controller.go:231] Updating CRD OpenAPI spec because ciliumclusterwidenetworkpolicies.cilium.io changed
2026-06-19T12:39:03.733463356Z I0619 12:39:03.733118      10 controller.go:231] Updating CRD OpenAPI spec because ciliumcidrgroups.cilium.io changed
2026-06-19T12:39:03.734454891Z I0619 12:39:03.734123      10 controller.go:231] Updating CRD OpenAPI spec because vmusers.operator.victoriametrics.com changed
2026-06-19T12:39:03.734718091Z I0619 12:39:03.734437      10 controller.go:231] Updating CRD OpenAPI spec because vmprobes.operator.victoriametrics.com changed
2026-06-19T12:39:03.738267052Z I0619 12:39:03.736838      10 controller.go:231] Updating CRD OpenAPI spec because vlogs.operator.victoriametrics.com changed
2026-06-19T12:39:03.738855849Z I0619 12:39:03.738527      10 controller.go:231] Updating CRD OpenAPI spec because vmstaticscrapes.operator.victoriametrics.com changed
2026-06-19T12:39:05.620162596Z I0619 12:39:05.619840      10 apf_controller.go:493] "Update CurrentCL" plName="exempt" seatDemandHighWatermark=2 seatDemandAvg=0.012172303024286277 seatDemandStdev=0.11066504816283064 seatDemandSmoothed=0.15603246528869105 fairFrac=2.3333333333333335 currentCL=2 concurrencyDenominator=2 backstop=false
2026-06-19T12:39:15.621844759Z I0619 12:39:15.621610      10 apf_controller.go:493] "Update CurrentCL" plName="exempt" seatDemandHighWatermark=1 seatDemandAvg=0.002810750002122693 seatDemandStdev=0.052941946380429386 seatDemandSmoothed=0.15372603060384987 fairFrac=2.3333333333333335 currentCL=1 concurrencyDenominator=1 backstop=false
2026-06-19T12:39:32.351263833Z I0619 12:39:32.351015      10 trace.go:236] Trace[1666118833]: "List" accept:application/json,audit-id:8b5ad089-e273-4ce4-a33a-9a0b087bc729,client:202.47.35.113,api-group:apiextensions.k8s.io,api-version:v1,name:,subresource:,namespace:,protocol:HTTP/2.0,resource:customresourcedefinitions,scope:cluster,url:/apis/apiextensions.k8s.io/v1/customresourcedefinitions,user-agent:kubectl/v1.35.3 (linux/amd64) kubernetes/6c1cd99,verb:LIST (19-Jun-2026 12:39:31.757) (total time: 593ms):
2026-06-19T12:39:32.351284486Z Trace[1666118833]: [593.675722ms] [593.675722ms] END
2026-06-19T12:39:35.623112573Z I0619 12:39:35.622870      10 apf_controller.go:493] "Update CurrentCL" plName="exempt" seatDemandHighWatermark=11 seatDemandAvg=0.7745626895568765 seatDemandStdev=2.349777107304887 seatDemandSmoothed=3.1243397968617637 fairFrac=2.3333333333333335 currentCL=11 concurrencyDenominator=11 backstop=false
2026-06-19T12:39:37.842159050Z I0619 12:39:37.841923      10 trace.go:236] Trace[289289010]: "List" accept:application/json,audit-id:403e00fa-f421-4e37-a7b0-d758c37a46db,client:202.47.35.113,api-group:apiextensions.k8s.io,api-version:v1,name:,subresource:,namespace:,protocol:HTTP/2.0,resource:customresourcedefinitions,scope:cluster,url:/apis/apiextensions.k8s.io/v1/customresourcedefinitions,user-agent:kubectl/v1.35.3 (linux/amd64) kubernetes/6c1cd99,verb:LIST (19-Jun-2026 12:39:37.214) (total time: 627ms):
2026-06-19T12:39:37.842179070Z Trace[289289010]: [627.55384ms] [627.55384ms] END
2026-06-19T12:39:43.580623409Z I0619 12:39:43.580365      10 trace.go:236] Trace[16132541]: "List" accept:application/json,audit-id:a19cdf5a-6891-4db7-a52e-0408b0932326,client:202.47.35.113,api-group:apiextensions.k8s.io,api-version:v1,name:,subresource:,namespace:,protocol:HTTP/2.0,resource:customresourcedefinitions,scope:cluster,url:/apis/apiextensions.k8s.io/v1/customresourcedefinitions,user-agent:kubectl/v1.35.3 (linux/amd64) kubernetes/6c1cd99,verb:LIST (19-Jun-2026 12:39:42.906) (total time: 673ms):
2026-06-19T12:39:43.580641902Z Trace[16132541]: [673.582344ms] [673.582344ms] END
2026-06-19T12:39:46.678661653Z I0619 12:39:46.678454      10 trace.go:236] Trace[265324093]: "List" accept:application/json,audit-id:7c210ae3-c3fa-468e-ae5d-eb6fc5bbb295,client:202.47.35.113,api-group:apiextensions.k8s.io,api-version:v1,name:,subresource:,namespace:,protocol:HTTP/2.0,resource:customresourcedefinitions,scope:cluster,url:/apis/apiextensions.k8s.io/v1/customresourcedefinitions,user-agent:kubectl/v1.35.3 (linux/amd64) kubernetes/6c1cd99,verb:LIST (19-Jun-2026 12:39:46.075) (total time: 602ms):
2026-06-19T12:39:46.678688672Z Trace[265324093]: [602.365288ms] [602.365288ms] END
2026-06-19T12:39:48.493728668Z I0619 12:39:48.493510      10 trace.go:236] Trace[511452427]: "List" accept:application/json,audit-id:cea91b06-becf-40df-8e0c-e7eb57de1498,client:202.47.35.113,api-group:apiextensions.k8s.io,api-version:v1,name:,subresource:,namespace:,protocol:HTTP/2.0,resource:customresourcedefinitions,scope:cluster,url:/apis/apiextensions.k8s.io/v1/customresourcedefinitions,user-agent:kubectl/v1.35.3 (linux/amd64) kubernetes/6c1cd99,verb:LIST (19-Jun-2026 12:39:46.743) (total time: 1750ms):
2026-06-19T12:39:48.493744321Z Trace[511452427]: [1.750177888s] [1.750177888s] END
2026-06-19T12:39:50.618871242Z I0619 12:39:50.618597      10 trace.go:236] Trace[942379841]: "List" accept:application/json,audit-id:fd8229db-f8dd-4b43-8838-8fc79840f3a3,client:202.47.35.113,api-group:apiextensions.k8s.io,api-version:v1,name:,subresource:,namespace:,protocol:HTTP/2.0,resource:customresourcedefinitions,scope:cluster,url:/apis/apiextensions.k8s.io/v1/customresourcedefinitions,user-agent:kubectl/v1.35.3 (linux/amd64) kubernetes/6c1cd99,verb:LIST (19-Jun-2026 12:39:50.000) (total time: 618ms):
2026-06-19T12:39:50.618925535Z Trace[942379841]: [618.024971ms] [618.024971ms] END
2026-06-19T12:40:02.554130847Z I0619 12:40:02.553947      10 trace.go:236] Trace[194252260]: "Update" accept:application/vnd.kubernetes.protobuf, */*,audit-id:68418dbf-03db-41c9-b6b4-eab3626f2b29,client:127.0.0.1,api-group:coordination.k8s.io,api-version:v1,name:cloud-controller-manager,subresource:,namespace:kube-system,protocol:HTTP/2.0,resource:leases,scope:resource,url:/apis/coordination.k8s.io/v1/namespaces/kube-system/leases/cloud-controller-manager,user-agent:aws-cloud-controller-manager/v0.0.0 (linux/amd64) kubernetes/$Format/leader-election,verb:PUT (19-Jun-2026 12:40:01.844) (total time: 667ms):
2026-06-19T12:40:02.554150593Z Trace[194252260]: ["GuaranteedUpdate etcd3" audit-id:68418dbf-03db-41c9-b6b4-eab3626f2b29,key:/leases/kube-system/cloud-controller-manager,type:*coordination.Lease,group:coordination.k8s.io,resource:leases 619ms (12:40:01.934)
2026-06-19T12:40:02.554172402Z Trace[194252260]:  ---"About to Encode" 97ms (12:40:02.032)
2026-06-19T12:40:02.554175121Z Trace[194252260]:  ---"Txn call completed" 479ms (12:40:02.511)]
2026-06-19T12:40:02.554177716Z Trace[194252260]: [667.307631ms] [667.307631ms] END
2026-06-19T12:40:03.104640271Z I0619 12:40:03.104388      10 trace.go:236] Trace[112619131]: "Update" accept:application/vnd.kubernetes.protobuf,application/json,audit-id:678e6237-5410-4a2c-8658-218b20cb710b,client:127.0.0.1,api-group:coordination.k8s.io,api-version:v1,name:cilium-operator-resource-lock,subresource:,namespace:kube-system,protocol:HTTP/2.0,resource:leases,scope:resource,url:/apis/coordination.k8s.io/v1/namespaces/kube-system/leases/cilium-operator-resource-lock,user-agent:cilium-operator/v0.0.0 (linux/amd64) kubernetes/$Format/leader-election,verb:PUT (19-Jun-2026 12:40:02.351) (total time: 753ms):
2026-06-19T12:40:03.104668689Z Trace[112619131]: ["GuaranteedUpdate etcd3" audit-id:678e6237-5410-4a2c-8658-218b20cb710b,key:/leases/kube-system/cilium-operator-resource-lock,type:*coordination.Lease,group:coordination.k8s.io,resource:leases 752ms (12:40:02.351)
2026-06-19T12:40:03.104672518Z Trace[112619131]:  ---"About to Encode" 68ms (12:40:02.419)
2026-06-19T12:40:03.104674850Z Trace[112619131]:  ---"Txn call completed" 684ms (12:40:03.104)]
2026-06-19T12:40:03.104677993Z Trace[112619131]: [753.038326ms] [753.038326ms] END
2026-06-19T12:40:03.105220962Z I0619 12:40:03.105005      10 trace.go:236] Trace[993435890]: "Update" accept:application/vnd.kubernetes.protobuf, */*,audit-id:5c3984c5-ae54-423a-8ef1-a4580fa51e2e,client:172.20.179.51,api-group:coordination.k8s.io,api-version:v1,name:ebs-csi-aws-com,subresource:,namespace:kube-system,protocol:HTTP/2.0,resource:leases,scope:resource,url:/apis/coordination.k8s.io/v1/namespaces/kube-system/leases/ebs-csi-aws-com,user-agent:csi-provisioner/v0.0.0 (linux/amd64) kubernetes/$Format,verb:PUT (19-Jun-2026 12:40:02.355) (total time: 749ms):
2026-06-19T12:40:03.105231122Z Trace[993435890]: ---"Conversion done" 57ms (12:40:02.419)
2026-06-19T12:40:03.105234597Z Trace[993435890]: ["GuaranteedUpdate etcd3" audit-id:5c3984c5-ae54-423a-8ef1-a4580fa51e2e,key:/leases/kube-system/ebs-csi-aws-com,type:*coordination.Lease,group:coordination.k8s.io,resource:leases 685ms (12:40:02.419)
2026-06-19T12:40:03.105237161Z Trace[993435890]:  ---"Txn call completed" 683ms (12:40:03.104)]
2026-06-19T12:40:03.105239752Z Trace[993435890]: [749.131889ms] [749.131889ms] END
2026-06-19T12:40:03.106642673Z I0619 12:40:03.106401      10 trace.go:236] Trace[1023844260]: "Update" accept:application/vnd.kubernetes.protobuf,application/json,audit-id:d38b1053-ba7a-4d66-8c3f-c220a9674293,client:127.0.0.1,api-group:coordination.k8s.io,api-version:v1,name:kops-controller-leader,subresource:,namespace:kube-system,protocol:HTTP/2.0,resource:leases,scope:resource,url:/apis/coordination.k8s.io/v1/namespaces/kube-system/leases/kops-controller-leader,user-agent:kops-controller/v0.0.0 (linux/amd64) kubernetes/$Format/leader-election,verb:PUT (19-Jun-2026 12:40:02.001) (total time: 1105ms):
2026-06-19T12:40:03.106672367Z Trace[1023844260]: ---"About to store object in database" 81ms (12:40:02.082)
2026-06-19T12:40:03.106675629Z Trace[1023844260]: ["GuaranteedUpdate etcd3" audit-id:d38b1053-ba7a-4d66-8c3f-c220a9674293,key:/leases/kube-system/kops-controller-leader,type:*coordination.Lease,group:coordination.k8s.io,resource:leases 1023ms (12:40:02.082)
2026-06-19T12:40:03.106677884Z Trace[1023844260]:  ---"initial value restored" 198ms (12:40:02.280)
2026-06-19T12:40:03.106703027Z Trace[1023844260]:  ---"About to Encode" 231ms (12:40:02.512)
2026-06-19T12:40:03.106706044Z Trace[1023844260]:  ---"Txn call completed" 590ms (12:40:03.106)]
2026-06-19T12:40:03.106708452Z Trace[1023844260]: [1.105145869s] [1.105145869s] END
2026-06-19T12:40:03.134051326Z I0619 12:40:03.133653      10 trace.go:236] Trace[1384516997]: "Update" accept:application/json, */*,audit-id:11346d5e-25de-4875-880f-7bdc86942584,client:172.20.237.164,api-group:coordination.k8s.io,api-version:v1,name:kubentic-operator,subresource:,namespace:kubentic-foresight,protocol:HTTP/2.0,resource:leases,scope:resource,url:/apis/coordination.k8s.io/v1/namespaces/kubentic-foresight/leases/kubentic-operator,user-agent:manager/v0.0.0 (linux/amd64) kubernetes/$Format/leader-election,verb:PUT (19-Jun-2026 12:40:02.555) (total time: 578ms):
2026-06-19T12:40:03.134078715Z Trace[1384516997]: ["GuaranteedUpdate etcd3" audit-id:11346d5e-25de-4875-880f-7bdc86942584,key:/leases/kubentic-foresight/kubentic-operator,type:*coordination.Lease,group:coordination.k8s.io,resource:leases 569ms (12:40:02.564)
2026-06-19T12:40:03.134082773Z Trace[1384516997]:  ---"Txn call completed" 567ms (12:40:03.133)]
2026-06-19T12:40:03.134085669Z Trace[1384516997]: [578.135344ms] [578.135344ms] END
2026-06-19T12:40:03.145182497Z I0619 12:40:03.144897      10 trace.go:236] Trace[1977816987]: "Update" accept:application/vnd.kubernetes.protobuf, */*,audit-id:a54b8977-7261-4f55-9bf0-082e4a5f08bb,client:127.0.0.1,api-group:coordination.k8s.io,api-version:v1,name:kube-scheduler,subresource:,namespace:kube-system,protocol:HTTP/2.0,resource:leases,scope:resource,url:/apis/coordination.k8s.io/v1/namespaces/kube-system/leases/kube-scheduler,user-agent:kube-scheduler/v1.35.1 (linux/amd64) kubernetes/8fea90b/leader-election,verb:PUT (19-Jun-2026 12:40:02.445) (total time: 698ms):
2026-06-19T12:40:03.145206684Z Trace[1977816987]: ---"About to convert to expected version" 25ms (12:40:02.471)
2026-06-19T12:40:03.145210274Z Trace[1977816987]: ["GuaranteedUpdate etcd3" audit-id:a54b8977-7261-4f55-9bf0-082e4a5f08bb,key:/leases/kube-system/kube-scheduler,type:*coordination.Lease,group:coordination.k8s.io,resource:leases 611ms (12:40:02.533)
2026-06-19T12:40:03.145212992Z Trace[1977816987]:  ---"Txn call completed" 589ms (12:40:03.144)]
2026-06-19T12:40:03.145248794Z Trace[1977816987]: [698.847472ms] [698.847472ms] END
2026-06-19T12:40:05.623897302Z I0619 12:40:05.623642      10 apf_controller.go:493] "Update CurrentCL" plName="exempt" seatDemandHighWatermark=6 seatDemandAvg=0.23095950304214727 seatDemandStdev=0.8436567605725526 seatDemandSmoothed=7.402303983353109 fairFrac=2.3333333333333335 currentCL=6 concurrencyDenominator=6 backstop=false
2026-06-19T12:40:15.625357212Z I0619 12:40:15.625087      10 apf_controller.go:493] "Update CurrentCL" plName="exempt" seatDemandHighWatermark=2 seatDemandAvg=0.02567961695131307 seatDemandStdev=0.1627749330599444 seatDemandSmoothed=7.2363854463862465 fairFrac=2.3333333333333335 currentCL=2 concurrencyDenominator=2 backstop=false
2026-06-19T12:40:45.626329278Z I0619 12:40:45.626100      10 apf_controller.go:493] "Update CurrentCL" plName="exempt" seatDemandHighWatermark=1 seatDemandAvg=0.003244761037898778 seatDemandStdev=0.05687031355378403 seatDemandSmoothed=6.756807363404334 fairFrac=2.3333333333333335 currentCL=1 concurrencyDenominator=1 backstop=false
2026-06-19T12:41:05.627988162Z I0619 12:41:05.627649      10 apf_controller.go:493] "Update CurrentCL" plName="exempt" seatDemandHighWatermark=2 seatDemandAvg=0.009723991471416272 seatDemandStdev=0.09985566486795046 seatDemandSmoothed=6.453279243495813 fairFrac=2.3333333333333335 currentCL=2 concurrencyDenominator=2 backstop=false
2026-06-19T12:41:15.629101250Z I0619 12:41:15.628621      10 apf_controller.go:493] "Update CurrentCL" plName="exempt" seatDemandHighWatermark=1 seatDemandAvg=0.003221906291875191 seatDemandStdev=0.05667032390697592 seatDemandSmoothed=6.3062313421899825 fairFrac=2.3333333333333335 currentCL=1 concurrencyDenominator=1 backstop=false
2026-06-19T12:41:35.630279575Z I0619 12:41:35.630073      10 apf_controller.go:493] "Update CurrentCL" plName="exempt" seatDemandHighWatermark=2 seatDemandAvg=0.0027586496632405694 seatDemandStdev=0.05449703738517265 seatDemandSmoothed=6.022354371944761 fairFrac=2.3333333333333335 currentCL=2 concurrencyDenominator=2 backstop=false
2026-06-19T12:41:45.631309119Z I0619 12:41:45.631093      10 apf_controller.go:493] "Update CurrentCL" plName="exempt" seatDemandHighWatermark=1 seatDemandAvg=0.004525576041993294 seatDemandStdev=0.06712000598540967 seatDemandSmoothed=5.885488069776662 fairFrac=2.3333333333333335 currentCL=1 concurrencyDenominator=1 backstop=false
2026-06-19T12:41:55.631723683Z I0619 12:41:55.631345      10 apf_controller.go:493] "Update CurrentCL" plName="exempt" seatDemandHighWatermark=10 seatDemandAvg=0.007575993118697464 seatDemandStdev=0.21757477589479765 seatDemandSmoothed=5.755300311859109 fairFrac=2.3333333333333335 currentCL=10 concurrencyDenominator=10 backstop=false
2026-06-19T12:42:05.633142446Z I0619 12:42:05.632103      10 apf_controller.go:493] "Update CurrentCL" plName="exempt" seatDemandHighWatermark=2 seatDemandAvg=0.009778763182512421 seatDemandStdev=0.09967155812436487 seatDemandSmoothed=5.625445762076407 fairFrac=2.3333333333333335 currentCL=2 concurrencyDenominator=2 backstop=false
2026-06-19T12:42:11.379177521Z I0619 12:42:11.378383      10 trace.go:236] Trace[2005863806]: "Get" accept:application/json,audit-id:c5f7515a-af6f-458c-a48c-cb1d18de0fe0,client:172.20.237.164,api-group:,api-version:v1,name:etcd-manager-main-i-0010bc1572a60c430,subresource:log,namespace:kube-system,protocol:HTTP/1.1,resource:pods,scope:resource,url:/api/v1/namespaces/kube-system/pods/etcd-manager-main-i-0010bc1572a60c430/log,user-agent:OpenAPI-Generator/31.0.0/python,verb:CONNECT (19-Jun-2026 12:42:10.000) (total time: 1377ms):
2026-06-19T12:42:11.379201140Z Trace[2005863806]: ---"Writing http response done" 1366ms (12:42:11.378)
2026-06-19T12:42:11.379229782Z Trace[2005863806]: [1.377678391s] [1.377678391s] END
2026-06-19T12:42:11.392513435Z I0619 12:42:11.392190      10 trace.go:236] Trace[1140077959]: "Get" accept:application/json,audit-id:1c41c018-526e-49cb-911c-66501986ddee,client:172.20.237.164,api-group:,api-version:v1,name:etcd-manager-events-i-0010bc1572a60c430,subresource:log,namespace:kube-system,protocol:HTTP/1.1,resource:pods,scope:resource,url:/api/v1/namespaces/kube-system/pods/etcd-manager-events-i-0010bc1572a60c430/log,user-agent:OpenAPI-Generator/31.0.0/python,verb:CONNECT (19-Jun-2026 12:42:09.999) (total time: 1392ms):
2026-06-19T12:42:11.392540656Z Trace[1140077959]: ---"Writing http response done" 1383ms (12:42:11.392)
2026-06-19T12:42:11.392565626Z Trace[1140077959]: [1.392912664s] [1.392912664s] END
2026-06-19T12:42:15.633518233Z I0619 12:42:15.633256      10 apf_controller.go:493] "Update CurrentCL" plName="exempt" seatDemandHighWatermark=1 seatDemandAvg=0.005434001606318464 seatDemandStdev=0.07351512247735831 seatDemandSmoothed=5.497876339402574 fairFrac=2.3333333333333335 currentCL=1 concurrencyDenominator=1 backstop=false
2026-06-19T12:42:35.634734998Z I0619 12:42:35.634491      10 apf_controller.go:493] "Update CurrentCL" plName="exempt" seatDemandHighWatermark=2 seatDemandAvg=0.0026458474878314473 seatDemandStdev=0.05329094781759039 seatDemandSmoothed=5.250283808203389 fairFrac=2.3333333333333335 currentCL=2 concurrencyDenominator=2 backstop=false
2026-06-19T12:42:45.635298313Z I0619 12:42:45.635086      10 apf_controller.go:493] "Update CurrentCL" plName="exempt" seatDemandHighWatermark=1 seatDemandAvg=0.0024150482670967297 seatDemandStdev=0.04908376319073674 seatDemandSmoothed=5.130711753278241 fairFrac=2.3333333333333335 currentCL=1 concurrencyDenominator=1 backstop=false
2026-06-19T12:42:47.146502588Z I0619 12:42:47.146194      10 trace.go:236] Trace[1797234437]: "List" accept:application/vnd.kubernetes.protobuf,application/json,audit-id:6fef8f62-04cd-4244-b32e-9d1a9341f1ce,client:202.47.35.113,api-group:,api-version:v1,name:,subresource:,namespace:kubentic-foresight,protocol:HTTP/2.0,resource:secrets,scope:namespace,url:/api/v1/namespaces/kubentic-foresight/secrets,user-agent:Helm/4.0.4,verb:LIST (19-Jun-2026 12:42:46.507) (total time: 638ms):
2026-06-19T12:42:47.146520299Z Trace[1797234437]: [638.497988ms] [638.497988ms] END
2026-06-19T12:42:49.945987774Z I0619 12:42:49.944852      10 trace.go:236] Trace[1481157345]: "Update" accept:application/vnd.kubernetes.protobuf,application/json,audit-id:bacbfc06-748c-4c7e-8529-569ce8962ca3,client:202.47.35.113,api-group:,api-version:v1,name:sh.helm.release.v1.kubentic.v2,subresource:,namespace:kubentic-foresight,protocol:HTTP/2.0,resource:secrets,scope:resource,url:/api/v1/namespaces/kubentic-foresight/secrets/sh.helm.release.v1.kubentic.v2,user-agent:Helm/4.0.4,verb:PUT (19-Jun-2026 12:42:49.071) (total time: 873ms):
2026-06-19T12:42:49.946008798Z Trace[1481157345]: ---"limitedReadBody succeeded" len:159497 856ms (12:42:49.927)
2026-06-19T12:42:49.946016698Z Trace[1481157345]: [873.578943ms] [873.578943ms] END
2026-06-19T12:42:55.635667864Z I0619 12:42:55.635422      10 apf_controller.go:493] "Update CurrentCL" plName="exempt" seatDemandHighWatermark=5 seatDemandAvg=0.38703649581432004 seatDemandStdev=1.0035667436155413 seatDemandSmoothed=5.044689257459728 fairFrac=2.3333333333333335 currentCL=5 concurrencyDenominator=5 backstop=false
2026-06-19T12:43:05.637154153Z I0619 12:43:05.636602      10 apf_controller.go:493] "Update CurrentCL" plName="exempt" seatDemandHighWatermark=2 seatDemandAvg=0.07307253125343893 seatDemandStdev=0.2603286298576916 seatDemandSmoothed=4.93632963124371 fairFrac=2.3333333333333335 currentCL=2 concurrencyDenominator=2 backstop=false
